,sample.sampleDateTime,sample.samplingPoint.easting,sample.samplingPoint.northing,sample.sampledMaterialType.label,Ammoniacal Nitrogen as N,"Ammoniacal Nitrogen, Filtered as N",BOD : 5 Day ATU,Chlorophyll : Acetone Extract,NGR : Easting,NGR : Northing,Nitrate as N,"Nitrate, Filtered as N",Nitrite as N,"Nitrite, Filtered as N","Nitrogen, Dissolved Inorganic : as N","Nitrogen, Total Oxidised as N","Nitrogen, Total Oxidised, Filtered as N","Orthophosphate, Filtered as P","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",Salinity : In Situ,Sample Depth below surface,"Silicate, Filtered as SiO2",Temperature of Water,Time of high tide,Time of sampling relative to previous high water,Turbidity : In Situ,Volume of Sample Filtered,Water Depth,pH
1840,2011-12-07T10:12:00,467500,104000,ESTUARINE WATER,,0.044,,0.85,467486.0,103997.0,,0.16699999999999998,,0.0132,0.224,,0.18,0.025,,8.43,91.0,34.677,0.2,0.58,9.068,8.55,1.17,,1000.0,2.8,
1841,2011-12-07T10:25:00,468670,99700,ESTUARINE WATER,,0.032,,0.5,468675.0,99672.0,,0.154,,0.0157,0.202,,0.17,0.026,,8.36,92.8,34.841,0.2,0.54,10.27,8.55,1.3,,1000.0,13.3,
1842,2011-12-08T09:56:00,470680,105280,FINAL SEWAGE EFFLUENT,,,4.11,,,,,,,,,,,,,,,,,,,,,,,,
1843,2011-12-08T11:00:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.068,,,,,,3.52,,0.0368,,,3.56,,,0.138,12.2,107.9,,,,9.7,,,,,,8.37
1844,2011-12-09T09:29:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,,,,,8.5,,0.1,,,8.6,,,4.05,,,,,,,,,,,,
1845,2011-12-13T10:20:00,471073,106778,RIVER / RUNNING SURFACE WATER,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
1846,2011-12-21T09:01:00,470680,105280,FINAL SEWAGE EFFLUENT,,,7.24,,,,,,,,,,,,,,,,,,,,,,,,
1847,2011-12-21T09:04:00,470680,105280,FINAL SEWAGE EFFLUENT,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,
1848,2012-01-06T16:11:00,464200,96000,SEA WATER,,0.02,,0.87,464184.0,95989.0,,0.193,,0.0071,0.22,,0.2,0.025,,9.37,100.4,34.66,0.2,0.6,8.78,21.08,7.31,,,11.7,
1849,2012-01-09T10:01:00,470680,105280,FINAL SEWAGE EFFLUENT,,,10.54,,,,,,,,,,,,,,,,,,,,,,,,
1850,2012-01-11T16:18:00,483000,85500,SEA WATER,,0.02,,1.1,482993.0,85485.0,,0.116,,0.004,0.14,,0.12,0.023,,8.69,95.0,35.2,0.2,0.38,9.49,12.17,4.01,,1000.0,25.0,
1851,2012-01-11T16:52:00,474130,85280,SEA WATER,,0.02,,0.81,474118.0,85281.0,,0.155,,0.0051,0.18,,0.16,0.026,,8.81,95.2,34.95,0.2,0.51,9.04,2.25,4.28,,1000.0,17.4,
1852,2012-01-11T18:38:00,466500,93300,SEA WATER,,0.02,,0.9,466498.0,93402.0,,0.16399999999999998,,0.0057,0.19,,0.17,0.025,,8.77,94.5,34.8,0.2,0.53,8.97,12.25,6.13,,1000.0,31.0,
1853,2012-01-12T11:20:00,468670,99700,ESTUARINE WATER,,0.02,,1.9,468672.0,99702.0,,0.192,,0.0076,0.22,,0.2,0.029,,9.0,96.6,34.74,0.2,0.62,8.8,3.15,10.11,,,14.5,
1854,2012-01-12T11:28:00,469000,101200,ESTUARINE WATER,,0.02,,1.8,468981.0,101200.0,,0.183,,0.006999999999999999,0.21,,0.19,0.025,,9.06,97.1,34.7,0.2,0.62,8.78,13.15,10.19,,,5.5,
1855,2012-01-12T11:34:00,468380,101980,ESTUARINE WATER,,0.02,,1.7,468383.0,101942.0,,0.183,,0.006999999999999999,0.21,,0.19,0.026,,8.96,96.1,34.72,0.2,0.61,8.79,13.15,10.25,,,5.1,
1856,2012-01-12T11:51:00,467500,104000,ESTUARINE WATER,,0.044,,2.7,467504.0,103993.0,,0.212,,0.008,0.264,,0.22,0.023,,8.95,94.4,34.27,0.2,0.76,8.21,13.15,10.42,,,2.9,
1857,2012-01-12T12:18:00,470300,102000,ESTUARINE WATER,,0.02,,2.3,470292.0,101991.0,,0.193,,0.006999999999999999,0.22,,0.2,0.026,,9.02,96.7,34.7,0.2,0.63,8.8,13.15,11.09,,,7.0,
1858,2012-01-12T12:38:00,470600,103800,ESTUARINE WATER,,0.029,,1.3,480594.0,103801.0,,0.212,,0.0077,0.249,,0.22,0.027000000000000003,,9.02,96.2,34.52,0.2,0.69,8.61,13.15,11.29,,,4.8,
1859,2012-01-12T12:44:00,470300,104550,ESTUARINE WATER,,0.05,,2.0,470299.0,104550.0,,0.241,,0.0087,0.3,,0.25,0.029,,8.99,95.2,34.18,0.2,0.8,8.39,13.15,11.35,,,3.5,
1860,2012-01-12T12:53:00,471800,104300,ESTUARINE WATER,,0.042,,2.4,471778.0,104286.0,,0.222,,0.0085,0.272,,0.23,0.024,,9.0,95.3,34.2,0.2,0.77,8.4,13.15,11.44,,,3.8,
1861,2012-01-13T13:05:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12
1862,2012-01-16T09:45:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,2.4,,,,2.6,,0.016,,,2.62,,,0.069,13.6,102.8,,,,3.6,,,,,,8.36
1863,2012-01-16T12:12:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,,,,,7.4,,0.1,,,7.5,,,3.3,,,,,,,,,,,,
1864,2012-01-22T08:24:00,470680,105280,FINAL SEWAGE EFFLUENT,,,4.37,,,,,,,,,,,,,,,,,,,,,,,,
1865,2012-01-22T08:29:00,470680,105280,FINAL SEWAGE EFFLUENT,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,
1866,2012-02-01T18:10:00,483000,85500,SEA WATER,,0.02,,0.5,482907.0,85517.0,,0.135,,0.0047,0.16,,0.14,0.022,,9.14,95.2,35.17,0.2,0.38,7.4,17.25,0.45,,,9.0,
1867,2012-02-07T08:14:00,470680,105280,FINAL SEWAGE EFFLUENT,,,6.15,,,,,,,,,,,,,,,,,,,,,,,,
1868,2012-02-08T09:37:00,464200,96000,SEA WATER,,0.02,,1.1,464137.0,95945.0,,0.174,,0.0059,0.2,,0.18,0.025,,9.67,96.4,34.903,0.2,0.47,5.577000000000001,11.29,10.19,,1500.0,,
1869,2012-02-08T09:58:00,466500,93300,SEA WATER,,0.02,,0.96,466496.0,93288.0,,0.155,,0.005,0.18,,0.16,0.024,,9.66,97.1,35.026,0.2,0.43,5.892,11.29,10.4,,1300.0,,
1870,2012-02-08T11:00:00,474130,85280,SEA WATER,,0.02,,1.3,474124.0,185307.0,,0.125,,0.0047,0.15,,0.13,0.021,,9.86,98.8,33.188,0.2,0.32,6.311,11.29,11.42,,1500.0,21.5,
1871,2012-02-09T09:36:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,,,,,6.5,,0.1,,,6.6,,,2.18,,,,,,,,,,,,
1872,2012-02-09T13:33:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,2.2,,,,2.38,,0.015,,,2.39,,,0.063,18.6,144.2,,,,4.64,,,,,,8.7
1873,2012-02-21T10:17:00,468670,99700,ESTUARINE WATER,,0.02,,1.0,468662.0,99697.0,,0.156,,0.0044,0.18,,0.16,0.022,,9.6,96.0,34.939,0.2,0.4,5.728,11.0,11.29,,,16.0,
1874,2012-02-21T10:25:00,469000,101200,ESTUARINE WATER,,0.02,,1.0,468992.0,101251.0,,0.165,,0.0048,0.19,,0.17,0.022,,9.57,95.7,34.945,0.2,0.42,5.7029999999999985,11.0,11.29,,,6.9,
1875,2012-02-21T10:43:00,468380,101980,ESTUARINE WATER,,0.02,,1.4,468366.0,101984.0,,0.155,,0.0047,0.18,,0.16,0.022,,9.91,99.3,35.016,0.2,0.39,5.757999999999999,11.0,11.55,,,6.0,
1876,2012-02-21T10:58:00,467500,104000,ESTUARINE WATER,,0.02,,1.2,467506.0,103978.0,,0.175,,0.0048,0.2,,0.18,0.023,,9.57,95.9,34.912,0.2,0.43,5.807,11.0,12.1,,,3.5,
1877,2012-02-21T11:26:00,471800,104300,ESTUARINE WATER,,0.02,,1.0,471776.0,104306.0,,0.175,,0.0052,0.2,,0.18,0.024,,9.63,96.1,34.707,0.2,0.43,5.7170000000000005,11.0,0.26,,,3.5,
1878,2012-02-21T11:35:00,470300,104550,ESTUARINE WATER,,0.02,,0.89,470310.0,104566.0,,0.183,,0.0066,0.21,,0.19,0.022,,9.63,96.2,34.74,0.2,0.42,5.7410000000000005,11.0,0.35,,,4.4,
1879,2012-02-21T11:41:00,470600,103800,ESTUARINE WATER,,0.02,,0.97,470593.0,103815.0,,0.165,,0.0046,0.19,,0.17,0.022,,9.63,96.4,34.859,0.2,0.4,5.765,11.0,0.41,,,5.2,
1880,2012-02-21T11:56:00,470300,102000,ESTUARINE WATER,,0.02,,1.3,470295.0,102013.0,,0.156,,0.0044,0.18,,0.16,0.022,,9.6,96.2,34.925,0.2,0.42,5.825,11.0,0.56,,,7.4,
1881,2012-02-22T08:59:00,470680,105280,FINAL SEWAGE EFFLUENT,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,
1882,2012-02-22T09:07:00,470680,105280,FINAL SEWAGE EFFLUENT,,,7.37,,,,,,,,,,,,,,,,,,,,,,,,
1883,2012-03-08T10:03:00,468670,99700,ESTUARINE WATER,,0.02,,,,,,0.156,,0.0044,,,0.16,0.024,,,102.6,34.8,,,6.81,,,,,,8.23
1884,2012-03-09T08:04:00,470680,105280,FINAL SEWAGE EFFLUENT,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,
1885,2012-03-09T10:09:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,1.5,,,,2.43,,0.0235,,,2.45,,,0.061,14.7,124.7,,,,8.07,,,,,,8.54
1886,2012-03-12T09:38:00,470680,105280,FINAL SEWAGE EFFLUENT,1.71,,,,,,7.42,,0.1,,,7.52,,,3.59,,,,,,,,,,,,
1887,2012-03-24T07:40:00,470680,105280,FINAL SEWAGE EFFLUENT,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
1888,2012-03-24T07:43:00,470680,105280,FINAL SEWAGE EFFLUENT,,,7.76,,,,,,,,,,,,,,,,,,,,,,,,
1889,2012-04-04T10:15:00,468670,99700,ESTUARINE WATER,,0.02,,,,,,0.096,,0.004,,,0.1,0.013,,,103.8,35.11,,,10.26,,,,,,8.3
1890,2012-04-08T09:13:00,470680,105280,FINAL SEWAGE EFFLUENT,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,
1891,2012-04-11T09:26:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,2.0,,,,2.0,,0.0208,,,2.02,,,0.056,12.1,102.2,,,,8.1,,,,,,8.14
1892,2012-04-11T09:44:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,,,,,7.4,,0.1,,,7.5,,,3.39,,,,,,,,,,,,
1893,2012-04-27T08:46:00,470680,105280,FINAL SEWAGE EFFLUENT,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
1894,2012-04-27T08:56:00,470680,105280,FINAL SEWAGE EFFLUENT,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,
1895,2012-05-10T07:48:00,470680,105280,FINAL SEWAGE EFFLUENT,,,13.85,,,,,,,,,,,,,,,,,,,,,,,,
1896,2012-05-10T14:07:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,,,,,4.0,,0.1,,,4.1,,,1.6,,,,,,,,,,,,
1897,2012-05-10T14:32:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.046,,2.9,,,,1.4,,0.0106,,,1.41,,,0.052000000000000005,8.84,84.5,,,,13.2,,,,,,7.42
1898,2012-05-12T15:12:00,474130,85280,SEA WATER,,0.02,,4.0,474134.0,85281.0,,0.096,,0.004,0.12,,0.1,0.012,,8.83,99.9,34.8,0.2,0.2,11.19,16.41,11.12,,,20.8,
1899,2012-05-16T17:02:00,483000,85500,SEA WATER,,0.02,,2.0,482997.0,85494.0,,0.096,,0.004,0.12,,0.1,0.012,,9.13,104.2,34.85,0.2,0.2,11.56,21.28,8.01,,1000.0,25.78,
1900,2012-05-17T15:21:00,464200,96000,SEA WATER,,0.02,,1.0,465384.0,94939.0,,0.0958,,0.0042,0.12,,0.1,0.015,,8.72,99.4,34.4,0.2,0.2,11.67,9.54,5.27,,1500.0,5.47,
1901,2012-05-22T11:14:00,468670,99700,ESTUARINE WATER,,0.02,,0.81,468666.0,99704.0,,0.096,,0.004,0.12,,0.1,0.011,,8.58,100.6,34.55,0.2,0.2,12.92,13.26,10.16,,1500.0,13.0,
1902,2012-05-22T11:21:00,469000,101200,ESTUARINE WATER,,0.02,,1.6,469000.0,101201.0,,0.096,,0.004,0.12,,0.1,0.012,,8.48,99.1,34.54,0.2,0.2,12.8,13.26,10.23,,1500.0,5.8,
1903,2012-05-22T11:28:00,468380,101980,ESTUARINE WATER,,0.02,,1.2,468386.0,101972.0,,0.096,,0.004,0.12,,0.1,0.013,,8.45,98.3,34.62,0.2,0.2,12.51,13.26,10.3,,1500.0,4.9,
1904,2012-05-22T11:42:00,467500,104000,ESTUARINE WATER,,0.02,,2.0,467501.0,103974.0,,0.096,,0.004,0.12,,0.1,0.01,,8.01,95.2,34.29,0.2,0.2,13.69,13.26,10.44,,1000.0,2.4,
1905,2012-05-22T12:08:00,470300,102000,ESTUARINE WATER,,0.02,,1.6,470288.0,102004.0,,0.0942,,0.0058,0.12,,0.1,0.012,,8.44,98.8,34.56,0.2,0.2,12.87,13.26,11.1,,,7.0,
1906,2012-05-22T12:19:00,470600,103800,ESTUARINE WATER,,0.02,,2.3,470591.0,103794.0,,0.096,,0.004,0.12,,0.1,0.011,,8.28,97.7,34.4,0.2,0.2,13.28,13.26,11.21,,,4.9,
1907,2012-05-22T12:24:00,470300,104550,ESTUARINE WATER,,0.02,,3.2,470312.0,104558.0,,0.096,,0.004,0.12,,0.1,0.01,,8.21,97.5,34.11,0.2,0.22,13.71,13.26,11.26,,,5.1,
1908,2012-05-22T12:32:00,471800,104300,ESTUARINE WATER,,0.02,,2.6,471772.0,104293.0,,0.096,,0.004,0.12,,0.1,0.012,,8.21,97.5,34.11,0.2,0.2,13.71,13.26,11.26,,,5.1,
1909,2012-05-22T14:14:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21
1910,2012-05-22T14:15:00,466500,93300,SEA WATER,,0.02,,1.0,466494.0,93298.0,,0.096,,0.004,0.12,,0.1,0.015,,8.3,96.0,34.82,0.2,0.2,12.18,13.26,0.48,,,28.0,
1911,2012-05-24T08:57:00,470680,105280,FINAL SEWAGE EFFLUENT,,,5.75,,,,,,,,,,,,,,,,,,,,,,,,
1912,2012-05-24T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,4.23,,,,,,,,,,,,,,,,,,,,,,,,
1913,2012-06-01T09:55:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,1.7,,,,3.21,,0.0444,,,3.25,,,0.086,13.7,140.0,,,,16.3,,,,,,8.58
1914,2012-06-07T08:28:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,,,,,4.1,,0.1,,,4.2,,,2.87,,,,,,,,,,,,
1915,2012-06-10T11:52:00,464200,96000,SEA WATER,,0.02,,2.9,464201.0,95976.0,,0.096,,0.004,0.12,,0.1,0.019,,7.91,96.1,34.49,0.2,0.2,14.66,16.54,7.38,,1000.0,12.1,
1916,2012-06-10T12:07:00,466500,93300,SEA WATER,,0.02,,6.2,466498.0,93288.0,,0.096,,0.004,0.12,,0.1,0.014,,7.87,95.5,34.44,0.2,0.2,14.64,16.54,7.53,,1000.0,27.5,
1917,2012-06-10T12:27:00,468670,99700,ESTUARINE WATER,,0.278,,4.3,468656.0,99696.0,,0.0955,,0.0045,0.378,,0.1,0.016,,7.71,93.7,34.08,0.2,0.2,14.82,16.54,8.13,,1000.0,12.7,
1918,2012-06-10T12:37:00,469000,101200,ESTUARINE WATER,,0.02,,5.4,469005.0,101213.0,,0.096,,0.004,0.12,,0.1,0.01,,7.82,94.7,33.9,0.2,0.2,14.72,16.54,8.23,,1000.0,4.4,
1919,2012-06-10T12:48:00,470300,102000,ESTUARINE WATER,,0.02,,3.3,470300.0,102000.0,,0.096,,0.004,0.12,,0.1,0.01,,7.84,94.8,33.77,0.2,0.2,14.68,16.54,8.34,,1000.0,4.8,
1920,2012-06-10T13:03:00,470600,103800,ESTUARINE WATER,,0.02,,5.8,470589.0,103795.0,,0.106,,0.004,0.13,,0.11,0.011,,8.11,97.4,33.38,0.2,0.22,14.45,16.54,8.49,,1000.0,2.9,
1921,2012-06-10T13:16:00,470300,104550,ESTUARINE WATER,,0.02,,6.8,470305.0,104550.0,,0.17600000000000002,,0.004,0.2,,0.18,0.012,,8.34,99.8,33.07,0.2,0.36,14.39,16.54,8.56,,1000.0,1.2,
1922,2012-06-10T13:25:00,471800,104300,ESTUARINE WATER,,0.02,,5.5,471768.0,104295.0,,0.096,,0.004,0.12,,0.1,0.01,,8.63,104.7,33.65,0.2,0.2,14.88,16.54,9.11,,1000.0,1.1,
1923,2012-06-10T13:52:00,468380,101980,ESTUARINE WATER,,0.02,,15.2,468380.0,101982.0,,0.096,,0.004,0.12,,0.1,0.01,,7.7,93.3,33.91,0.2,0.2,14.71,16.54,9.38,,1000.0,4.0,
1924,2012-06-10T14:11:00,467500,104000,ESTUARINE WATER,,0.02,,5.8,467503.0,103994.0,,0.096,,0.004,0.12,,0.1,0.01,,7.88,95.5,33.67,0.2,0.2,14.82,16.54,9.57,,1000.0,1.8,
1925,2012-06-12T11:12:00,483000,85500,SEA WATER,,0.02,,0.99,483005.0,85500.0,,0.096,,0.004,0.12,,0.1,0.015,,7.52,90.3,34.86,0.2,0.2,13.98,5.56,5.14,,1300.0,24.4,
1926,2012-06-12T11:54:00,474130,85280,SEA WATER,,0.02,,1.4,474124.0,85276.0,,0.096,,0.004,0.12,,0.1,0.012,,7.45,90.0,34.65,0.2,0.2,14.33,5.56,5.36,,1200.0,21.8,
1927,2012-06-15T08:50:00,470680,105280,FINAL SEWAGE EFFLUENT,,,7.53,,,,,,,,,,,,,,,,,,,,,,,,
1928,2012-06-27T08:31:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,1.9,,,,2.39,,0.0112,,,2.4,,,0.065,11.1,110.5,,,,15.0,,,,,,8.16
1929,2012-06-30T08:04:00,470680,105280,FINAL SEWAGE EFFLUENT,,,6.55,,,,,,,,,,,,,,,,,,,,,,,,
1930,2012-06-30T08:10:00,470680,105280,FINAL SEWAGE EFFLUENT,,,6.45,,,,,,,,,,,,,,,,,,,,,,,,
1931,2012-07-02T10:49:00,483000,85500,SEA WATER,,0.02,,0.5,482999.0,85503.0,,0.096,,0.004,0.12,,0.1,0.01,,8.25,101.1,34.54,0.2,0.2,15.09,7.23,3.26,,1000.0,26.1,
1932,2012-07-04T14:24:00,483000,85500,SEA WATER,,0.02,,1.7,482985.0,85505.0,,0.096,,0.004,0.12,,0.1,0.012,,7.57,94.6,34.56,0.2,0.2,16.05,12.3,1.54,,2000.0,27.76,
1933,2012-07-04T14:56:00,474130,85280,SEA WATER,,0.02,,1.9,474101.0,85298.0,,0.096,,0.004,0.12,,0.1,0.013,,7.65,95.5,34.66,0.2,0.2,15.95,12.3,2.26,,2000.0,21.9,
1934,2012-07-06T08:59:00,464200,96000,SEA WATER,,0.02,,1.2,465482.0,94952.0,,0.096,,0.004,0.12,,0.1,0.012,,7.75,97.3,34.45,0.2,0.2,16.32,14.13,7.22,,2000.0,5.08,
1935,2012-07-06T09:19:00,466500,93300,SEA WATER,,0.02,,1.9,466511.0,93408.0,,0.096,,0.004,0.12,,0.1,0.013,,7.47,94.2,34.12,0.2,0.2,16.64,14.13,7.42,,2000.0,20.93,
1936,2012-07-10T12:34:00,468670,99700,ESTUARINE WATER,,0.02,,4.2,468669.0,199698.0,,0.096,,0.004,0.12,,0.1,0.011,,7.77,98.4,33.79,0.2,0.2,16.98,16.57,8.08,,1000.0,13.7,
1937,2012-07-10T12:43:00,469000,101200,ESTUARINE WATER,,0.02,,4.0,469001.0,101202.0,,0.096,,0.004,0.12,,0.1,0.011,,7.99,101.2,33.36,0.2,0.2,17.17,16.57,8.17,,1000.0,4.0,
1938,2012-07-10T13:04:00,468380,101980,ESTUARINE WATER,,0.02,,5.9,468380.0,101978.0,,0.096,,0.004,0.12,,0.1,0.011,,7.86,99.9,33.32,0.2,0.2,17.31,16.57,8.38,,1000.0,4.2,
1939,2012-07-10T13:24:00,467500,104000,ESTUARINE WATER,,0.02,,5.8,467507.0,103996.0,,0.096,,0.004,0.12,,0.1,0.011,,7.9,100.5,32.7,0.2,0.34,17.57,16.57,8.58,,500.0,1.3,
1940,2012-07-10T13:45:00,470300,102000,ESTUARINE WATER,,0.02,,4.8,470296.0,102000.0,,0.096,,0.004,0.12,,0.1,0.01,,7.78,98.7,33.26,0.2,0.2,17.26,16.57,9.19,,1000.0,5.6,
1941,2012-07-10T13:55:00,470600,103800,ESTUARINE WATER,,0.02,,5.2,470600.0,103803.0,,0.0956,,0.0044,0.12,,0.1,0.013,,7.72,98.0,32.81,0.2,0.21,17.42,16.57,9.29,,1000.0,3.2,
1942,2012-07-10T13:59:00,470300,104550,ESTUARINE WATER,,0.02,,6.6,470300.0,104549.0,,0.0956,,0.0044,0.12,,0.1,0.011,,8.08,102.6,32.6,0.2,0.2,17.53,16.57,9.33,,1000.0,1.8,
1943,2012-07-10T14:08:00,471800,104300,ESTUARINE WATER,,0.02,,9.3,471759.0,104290.0,,0.135,,0.005,0.16,,0.14,0.012,,9.41,119.3,31.81,0.2,0.52,17.72,16.57,9.42,,500.0,1.6,
1944,2012-07-12T10:00:00,470680,105280,FINAL SEWAGE EFFLUENT,,,6.94,,,,,,,,,,,,,,,,,,,,,,,,
1945,2012-07-23T09:45:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,1.5,,,,3.3,,0.0184,,,3.32,,,0.092,9.72,96.4,,,,14.9,,,,,,8.21
1946,2012-07-23T11:26:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,,,,,5.9,,0.1,,,6.0,,,2.57,,,,,,,,,,,,
1947,2012-07-26T08:52:00,470680,105280,FINAL SEWAGE EFFLUENT,,,8.99,,,,,,,,,,,,,,,,,,,,,,,,
1948,2012-07-26T08:54:00,470680,105280,FINAL SEWAGE EFFLUENT,,,6.72,,,,,,,,,,,,,,,,,,,,,,,,
1949,2012-08-05T10:33:00,464200,96000,SEA WATER,,0.02,,2.3,464190.0,96005.0,,0.096,,0.004,0.12,,0.1,0.013,,7.42,95.9,34.24,0.2,0.23,17.9,14.3,8.33,,1000.0,12.0,
1950,2012-08-05T11:02:00,483000,85500,SEA WATER,,0.02,,2.2,483002.0,85487.0,,0.096,,0.004,0.12,,0.1,0.012,,7.64,98.6,34.73,0.2,0.2,17.65,14.3,9.02,,1000.0,13.8,
1951,2012-08-05T11:24:00,474130,85280,SEA WATER,,0.02,,1.7,474146.0,85284.0,,0.096,,0.004,0.12,,0.1,0.015,,7.53,97.5,34.66,0.2,0.2,17.85,14.3,9.24,,1000.0,9.5,
1952,2012-08-06T10:08:00,470680,105280,FINAL SEWAGE EFFLUENT,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,
1953,2012-08-06T12:50:00,466500,93300,SEA WATER,,0.02,,2.5,466490.0,93293.0,,0.0958,,0.0042,0.12,,0.1,0.015,,7.55,98.1,34.14,0.2,0.26,18.24,14.25,10.5,,1000.0,30.5,
1954,2012-08-08T08:24:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,,,,,4.4,,0.1,,,4.5,,,2.16,,,,,,,,,,,,
1955,2012-08-08T10:59:00,468670,99700,ESTUARINE WATER,,0.02,,2.4,468670.0,99699.0,,0.096,,0.004,0.12,,0.1,0.013,,,,34.05,0.2,0.23,18.21,16.11,7.11,,1000.0,11.4,
1956,2012-08-08T11:14:00,469000,101200,ESTUARINE WATER,,0.02,,3.1,469000.0,101204.0,,0.096,,0.004,0.12,,0.1,0.013,,7.25,94.1,33.69,0.2,0.34,18.34,16.11,7.26,,1000.0,4.1,
1957,2012-08-08T11:22:00,470300,102000,ESTUARINE WATER,,0.02,,2.9,470297.0,101997.0,,0.0957,,0.0043,0.12,,0.1,0.013,,7.41,96.3,33.72,0.2,0.35,18.38,16.11,7.34,,1000.0,4.5,
1958,2012-08-08T11:37:00,470600,103800,ESTUARINE WATER,,0.02,,4.4,470601.0,103799.0,,0.096,,0.004,0.12,,0.1,0.012,,7.0,90.8,33.38,0.2,0.41,18.4,16.11,7.49,,1000.0,2.5,
1959,2012-08-08T11:45:00,470300,104550,ESTUARINE WATER,,0.02,,6.4,470300.0,104549.0,,0.096,,0.004,0.12,,0.1,0.012,,7.16,92.7,33.11,0.2,0.39,18.34,16.11,7.57,,1000.0,1.2,
1960,2012-08-08T12:00:00,471800,104300,ESTUARINE WATER,,0.02,,5.6,471778.0,104307.0,,0.266,,0.0044,0.29,,0.27,0.011,,8.47,109.3,32.24,0.2,0.72,18.51,16.11,8.12,,1000.0,0.8,
1961,2012-08-08T12:27:00,468380,101980,ESTUARINE WATER,,0.02,,3.8,468379.0,101974.0,,0.096,,0.004,0.12,,0.1,0.012,,7.3,94.9,33.92,0.2,0.27,18.3,16.11,8.39,,1000.0,3.4,
1962,2012-08-08T13:02:00,467500,104000,ESTUARINE WATER,,0.02,,4.8,467494.0,103998.0,,0.096,,0.004,0.12,,0.1,0.013,,7.09,92.3,33.66,0.2,0.43,18.48,16.11,9.14,,1000.0,1.3,
1963,2012-08-20T08:20:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.05,,1.2,,,,2.89,,0.0299,,,2.92,,,0.134,9.37,97.8,,,,17.3,,,,,,8.5
1964,2012-08-20T08:46:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,,,,,11.8,,0.1,,,11.9,,,3.89,,,,,,,,,,,,
1965,2012-08-22T09:27:00,470680,105280,FINAL SEWAGE EFFLUENT,,,8.39,,,,,,,,,,,,,,,,,,,,,,,,
1966,2012-08-22T09:33:00,470680,105280,FINAL SEWAGE EFFLUENT,,,7.35,,,,,,,,,,,,,,,,,,,,,,,,
1967,2012-09-05T10:14:00,470680,105280,FINAL SEWAGE EFFLUENT,,,3.16,,,,,,,,,,,,,,,,,,,,,,,,
1968,2012-09-05T15:23:00,483000,85500,SEA WATER,,0.02,,1.2,482996.0,85501.0,,0.096,,0.004,0.12,,0.1,0.014,,7.38,96.6,34.82,0.2,0.23,18.38,14.59,0.24,,1500.0,27.48,
1969,2012-09-05T15:57:00,474130,85280,SEA WATER,,0.02,,2.7,474116.0,85299.0,,0.096,,0.004,0.12,,0.1,0.012,,7.42,96.7,34.85,0.2,0.2,18.14,14.59,0.58,,1500.0,22.33,
1970,2012-09-05T16:44:00,466500,93300,SEA WATER,,0.02,,1.5,466505.0,93397.0,,0.096,,0.004,0.12,,0.1,0.012,,7.34,95.8,34.81,0.2,0.2,18.21,14.59,1.45,,1500.0,23.61,
1971,2012-09-06T08:36:00,464200,96000,SEA WATER,,0.02,,1.3,465417.0,94952.0,,0.0951,,0.0049,0.12,,0.1,0.016,,7.32,95.6,34.69,0.2,0.29,18.26,3.13,5.23,,1500.0,4.59,
